LOC100128909	19	24	18	33	25	6	17	12	12	12	677
ZBTB42	904	747	848	1050	753	112	92	108	76	46	3637
LOC100128946	7	11	13	24	13	197	194	195	153	90	4015
MAPT-AS1	4	4	2	4	1	109	111	96	96	54	840
LOC100128979	86	71	88	87	105	70	63	126	54	58	3567
LOC100128988	13	13	24	26	19	0	1	0	0	0	997
C20ORF181	0	0	2	2	0	6	3	4	4	2	738
LOC100129027	2	3	4	1	0	5	8	11	5	9	3586
LOC100129033	44	55	65	74	59	19	6	10	19	7	921
LOC100129034	3416	3099	3706	4203	3519	3293	3327	3567	2637	1907	5714
LOC100129046	113	104	139	128	138	1	1	5	1	2	1562
LOC100129055	18	18	16	18	21	14	5	16	8	9	2775
LOC100129060	127	135	140	184	156	144	117	127	94	75	3204
UNQ6494	3	3	0	0	1	3	2	0	4	1	2194
KTN1-AS1	138	114	110	140	151	40	41	50	29	21	1512
LOC100129083	7	6	8	14	4	0	2	2	0	0	729
LOC100129085	199	169	243	260	245	329	275	367	254	224	279
BTNL10	13	19	20	33	16	2	1	2	1	1	744
LOC100129098	0	0	0	0	1	0	3	6	1	3	2403
LOC100129104	270	215	232	250	236	163	123	155	115	94	1851
LOC100129118	728	628	738	860	867	456	464	520	438	282	219
KHDC1L	4	5	7	7	3	21	40	35	20	17	635
LOC100129135	0	0	0	0	0	0	0	0	0	0	879
LOC100129138	47	41	32	55	41	53	44	57	47	29	1224
LOC100129144	1	0	0	0	0	0	0	0	0	0	831
LOC100129148	11	19	18	17	17	20	27	24	12	13	461
LOC100129195	510	430	601	594	612	678	756	700	584	398	1536
MATN1-AS1	184	163	197	242	197	143	119	139	74	67	2050
LOC100129201	8	5	4	26	12	2	10	13	10	2	282
LOC100129203	18	23	20	42	31	60	73	91	58	42	1348
LOC100129204	84	83	77	99	81	74	63	58	43	32	687
LOC100129215	97	91	88	94	77	126	116	101	76	63	2611
LOC100129216	20	19	36	25	28	12	9	5	6	10	213
LOC100129223	2	4	7	4	4	700	729	897	592	495	5979
LOC100129233	1	1	4	5	2	1	0	2	0	6	1866
CXORF51A	0	0	0	0	0	0	0	0	0	0	436
LOC100129250	124	114	158	167	175	200	207	215	185	139	1048
LOC100129269	24	26	33	40	33	24	32	25	15	13	1542
C1ORF68	0	1	2	0	0	0	0	0	0	0	908
LOC100129307	0	0	0	0	0	0	2	0	0	1	1026
LOC100129316	35	25	39	35	33	61	43	55	33	21	5249
LOC100129345	0	0	0	0	0	0	0	0	0	0	1670
NRADDP	25	22	27	39	30	4	12	22	3	5	1012
GABPB1-AS1	1024	794	1039	1263	1405	408	409	523	364	283	4139
FAM106CP	2	1	3	2	1	118	104	106	104	68	1759
MSTO2P	723	617	779	955	786	684	660	670	525	389	2524
LINC00684	0	1	0	0	0	1	2	1	5	2	465
RPL19P12	4632	3857	6167	7260	6480	1428	1219	1740	1297	884	1134
LOC100129427	0	0	0	0	1	0	0	0	0	1	1776
LOC100129434	14	15	7	20	24	86	72	105	82	58	3075
LOC100129461	3	5	2	7	4	1	4	6	4	3	471
LOC100129478	58	49	72	87	52	13	10	20	26	8	943
ZNF37BP	1683	1523	2027	2231	2100	4214	4227	4667	3532	2772	8675
LOC100129484	178	141	174	190	155	549	474	526	382	302	3364
LOC100129492	1906	1620	2241	2627	2383	511	439	565	395	310	360
PP13	23	19	25	20	16	18	19	28	22	12	353
LINC00633	0	0	3	4	6	6	2	6	2	3	632
LOC100129518	90	69	74	83	64	96	84	85	91	57	1718
LOC100129534	219	202	222	275	204	952	813	979	661	501	2248
ZNF730	250	208	271	314	267	28	32	30	21	21	1698
LOC100129550	440	410	583	672	572	944	1005	996	757	618	5904
FAM47E	24	33	42	48	35	535	496	619	498	365	1550
LOC100129596	26	7	20	16	13	9	10	4	3	3	453
LINC00462	17	25	23	11	18	0	3	0	0	0	780
LOC100129617	66	49	50	84	67	46	35	32	35	14	1923
LOC100129620	0	0	0	0	0	28	29	55	24	17	2544
LOC100129626	0	1	0	1	0	4	6	0	3	0	156
LOC100129637	2115	1820	1991	2443	1829	1577	1533	1562	1206	901	6938
TCF24	21	32	36	35	36	9	8	12	4	11	2450
LOC100129697	54	40	69	66	47	160	144	129	86	75	1460
NAG20	0	0	0	0	1	3	0	1	0	3	1615
ARRDC3-AS1	70	63	79	84	81	32	18	17	16	14	2502
LOC100129722	114	99	106	141	100	25	14	17	15	9	1701
LOC100129726	86	91	84	131	87	20	25	18	10	17	1645
LOC100129781	111	105	139	156	117	101	127	130	84	81	815
CCDC152	130	76	115	145	135	246	233	290	189	188	3491
LOC100129794	128	111	152	156	164	90	123	158	121	93	1769
MRVI1-AS1	3	9	5	8	10	32	41	33	22	27	657
LOC100129831	63	42	66	59	56	20	52	27	26	27	959
ZNF737	603	521	642	867	755	1109	1116	1262	945	796	8391
PCOLCE-AS1	28	47	43	63	42	43	28	30	35	21	2538
LOC100129858	41	46	58	61	71	81	112	135	95	80	2017
LOC100129860	0	0	0	0	0	0	0	0	0	0	372
SCXA	0	0	0	0	0	0	0	0	0	0	606
LOC100129917	294	261	304	321	289	362	354	429	267	224	1700
LOC100129924	40	37	27	48	35	21	25	15	15	13	1023
LOC100129931	9	11	11	23	18	14	22	19	24	9	4300
LOC100129935	0	0	0	0	0	2	6	5	7	1	1831
LOC100129940	22	15	12	18	23	6	2	2	7	4	4675
LOC100129961	74	71	74	116	107	127	142	154	117	98	1405
LOC100129973	39	24	25	40	43	237	227	231	170	169	2190
LOC100129999	25	21	16	23	23	54	58	38	53	38	1843
HDAC6	6788	5791	6923	8140	6376	7584	7374	8004	5834	3879	4099
LOC100130000	26	29	49	36	38	117	107	112	102	62	1731
HMGA1P8	2730	2256	2820	3085	2418	273	306	267	221	130	348
LOC100130015	217	157	197	261	173	218	177	190	145	92	2126
FTLP10	0	0	0	0	0	0	0	0	0	0	1501
LOC100130027	1108	948	1054	1287	1067	1085	1143	1131	814	559	4953
LOC100130071	13	7	11	11	5	33	36	34	20	20	778
HBCBP	6	0	1	1	1	1	3	7	1	3	591
LOC100130093	152	136	184	209	125	306	295	337	212	174	2400
LOC100130097	60	58	44	81	61	223	278	252	211	140	1612
LOC100130100	9	4	1	9	8	0	0	0	0	0	576
LOC100130111	22	16	16	15	13	101	112	123	91	38	2531
MAPT-IT1	5	7	5	3	10	134	166	157	121	87	3016
LOC100130155	0	0	0	0	0	149	140	151	106	90	1262
LOC100130156	2	1	1	6	2	1	0	6	1	2	443
LOC100130157	136	121	126	133	120	70	48	70	55	25	3150
LOC100130169	0	0	0	0	0	0	0	0	0	0	423
LOC100130172	12	14	15	30	27	19	6	18	20	9	1600
LOC100130219	213	194	206	278	228	316	388	400	298	216	2331
LINC00861	48	18	36	39	60	4	8	5	9	1	5330
LOC100130232	4	0	4	4	2	0	4	4	6	1	1048
LOC100130238	123	126	113	131	123	2724	2625	2809	2038	1328	3877
PP2672	8	9	12	9	12	0	1	1	0	1	2438
LOC100130264	0	1	3	0	1	0	2	0	0	2	1789
CCDC166	1	2	3	2	6	8	7	8	12	4	1320
LOC100130275	115	135	137	152	121	25	5	14	17	10	1304
LOC100130285	12	8	14	21	10	58	59	65	44	42	697
LOC100130298	2	0	2	0	1	100	85	116	64	52	513
LOC100130301	3	1	0	2	0	4	2	1	2	1	658
SUPT20HL1	0	0	0	1	3	6	3	2	3	0	2664
C17ORF107	45	35	52	57	42	624	458	559	369	282	3082
LOC100130331	34	21	32	54	52	30	23	19	13	12	3127
SCGB2B3P	5	2	0	2	3	4	9	7	3	1	1455
LOC100130345	1	0	1	0	1	11	12	19	7	7	1503
LOC100130348	9	3	1	0	10	1	0	2	0	1	402
LOC100130357	535	419	479	497	519	157	209	209	151	112	5672
CXORF49	57	29	40	38	37	2	2	2	0	0	1851
LOC100130370	339	255	260	334	255	250	232	230	162	112	771
LINC00552	1	1	3	0	5	17	20	28	15	8	2579
LOC100130417	468	380	493	549	422	17	44	29	16	9	496
CECR7	403	380	410	531	446	406	440	433	324	231	2726
LOC100130428	49	27	44	55	76	16	14	17	10	10	830
PP14571	94	66	76	92	74	362	364	432	307	173	2017
LOC100130452	0	5	4	4	7	0	0	0	0	0	507
LOC100130458	13	5	8	8	4	0	0	0	0	0	2804
LOC100130466	31	13	17	25	22	24	14	10	6	6	862
LOC100130476	76	64	93	104	88	4	0	2	3	0	743
LOC100130480	1	0	0	0	1	1	0	0	1	3	602
LOC100130502	7	3	8	21	6	16	19	19	13	17	1391
LOC100130503	329	287	355	465	377	2464	2404	2647	2101	1573	2829
LOC100130507	10	7	12	6	12	23	18	30	29	31	3849
TMEM221	110	106	101	160	112	278	327	272	193	130	1930
PARD6G-AS1	72	64	80	84	92	75	77	90	56	38	3737
LOC100130539	21	24	20	18	27	70	63	68	50	38	1186
LOC100130547	197	145	159	197	161	98	70	95	73	43	2907
LOC100130548	27	19	18	27	30	36	31	31	29	20	2422
LOC100130557	362	359	420	497	418	381	382	477	295	273	3182
LOC100130579	94	62	95	120	139	18	17	35	38	21	481
LOC100130581	448	309	427	489	472	244	189	228	147	131	4399
CXORF64	0	0	0	0	0	1	0	2	0	3	1228
LOC100130673	13	26	13	24	17	63	45	70	41	25	862
LOC100130691	272	231	296	302	323	324	288	334	240	179	5206
